participant_id,label,segment_id,slide_id,question_id,problem_id,segment_text,segment_text_with_context,n_rows_in_segment
MW_SSH_01,SSH,MW_SSH_01_SEG_020,__S10__,__Q12__,,"Jako spełnienie przez AI brakujących danych w (ns - 00:28:41) wpływa na zmianę predykcji jego jadalności. Realnie w przyrodzie był niejadalny bądź trujący. Przypisane do przewidywalnej klasy. Ok, czyli tutaj AI dobrze jakby przypisało. (ns - 00:28:56). Ok. Ok, czyli mamy obserwacja numer. Tu jest modyfikowana. Tutaj takie pierwsze moje, to co zauważyłam, to to, że po sobie przeczytaniu tutaj objaśnienia, miałam wrażenie takie, że aha, rozumiem praktycznie o co tutaj chodziło w tym eksperymencie, w tej obserwacji co tutaj chciano zrobić, natomiast przeskakując wzrokiem na tutaj te poszczególne dane, już miałam takie, że co? Jak to? Tak jak ja mam to zinterpretować? Że dla mnie po prostu jest jak gdyby za mało przedstawione, co jest czym, że tak powiem. I tutaj właśnie wartości oryginalne, wartości zmodyfikowane, czyli znowu tutaj wysokość trzonu jest zmodyfikowana i wtedy mamy, że już jest jadalny, tak z tego ja rozumiem, w tych dwóch obserwacjach. Ok, to tak znowu po chwili zastanowienia jestem w stanie wyedukować o co tutaj chodzi. Natomiast tak, no początkowo miałam takie, że sobie nie poradzę. Takie miałam początkowe odczucie na to.","[SLIDE=__S10__] [QUESTION=__Q12__] [PROBLEM=None] Jako spełnienie przez AI brakujących danych w (ns - 00:28:41) wpływa na zmianę predykcji jego jadalności. Realnie w przyrodzie był niejadalny bądź trujący. Przypisane do przewidywalnej klasy. Ok, czyli tutaj AI dobrze jakby przypisało. (ns - 00:28:56). Ok. Ok, czyli mamy obserwacja numer. Tu jest modyfikowana. Tutaj takie pierwsze moje, to co zauważyłam, to to, że po sobie przeczytaniu tutaj objaśnienia, miałam wrażenie takie, że aha, rozumiem praktycznie o co tutaj chodziło w tym eksperymencie, w tej obserwacji co tutaj chciano zrobić, natomiast przeskakując wzrokiem na tutaj te poszczególne dane, już miałam takie, że co? Jak to? Tak jak ja mam to zinterpretować? Że dla mnie po prostu jest jak gdyby za mało przedstawione, co jest czym, że tak powiem. I tutaj właśnie wartości oryginalne, wartości zmodyfikowane, czyli znowu tutaj wysokość trzonu jest zmodyfikowana i wtedy mamy, że już jest jadalny, tak z tego ja rozumiem, w tych dwóch obserwacjach. Ok, to tak znowu po chwili zastanowienia jestem w stanie wyedukować o co tutaj chodzi. Natomiast tak, no początkowo miałam takie, że sobie nie poradzę. Takie miałam początkowe odczucie na to.",1
MW_SSH_01,SSH,MW_SSH_01_SEG_021,__S10__,__Q13__,,"Zapomniałam. Czy patrząc na poniższą wizualizację, tak, dobrze, jesteś w stanie stwierdzić, jakie zmiany w cechach mają największy wpływ na zmianę klasyfikacji (ns - 00:30:32) danego trującego na jadalne lub odwrotnie? To pierwsze, co tutaj widzę jako wartość zmodyfikowaną, mi wychodzi tylko tutaj ta wysokość trzonu, że jest zmieniona i to od razu mnie właśnie w te rejony tutaj pcha, że to wystarczy zmienić, żeby tą predykcję tutaj zmienić, czy jest jadalny grzyb czy trujący? To jest to, co ja osobiście tutaj widzę.","[SLIDE=__S10__] [QUESTION=__Q13__] [PROBLEM=None] Zapomniałam. Czy patrząc na poniższą wizualizację, tak, dobrze, jesteś w stanie stwierdzić, jakie zmiany w cechach mają największy wpływ na zmianę klasyfikacji (ns - 00:30:32) danego trującego na jadalne lub odwrotnie? To pierwsze, co tutaj widzę jako wartość zmodyfikowaną, mi wychodzi tylko tutaj ta wysokość trzonu, że jest zmieniona i to od razu mnie właśnie w te rejony tutaj pcha, że to wystarczy zmienić, żeby tą predykcję tutaj zmienić, czy jest jadalny grzyb czy trujący? To jest to, co ja osobiście tutaj widzę.",1
MW_SSH_01,SSH,MW_SSH_01_SEG_022,__S10__,__Q14__,,"Czy zmiany przedstawione w wizualizacji mają sens w kontekście rzeczywistych właściwości grzybów i są zgodne z twoją wiedzą o grzybach? To jest dobre pytanie, bo tutaj znowu mogę się odwołać do tego, że mi tak w głowie utkwiło, że bardziej kolor, że bardziej tutaj jakaś właśnie lepkość, takie bardziej chemiczne, mam wrażenie, aspekty grały rolę, a tutaj się dowiaduję, że nie, że bardziej nawet wymiarowe to, czy coś jest większe czy mniejsze, to to bardziej o tym świadczy, więc tutaj jestem po prostu taka zszokowana, ale też dziwię się, że tylko ta jak gdyby jedna wartość wystarczy i to od razu takie moje, że na tyle po prostu różnych możliwości i tyle danych, wartość zmodyfikowana tylko ta jedna i ona aż tak drastycznie zmienia danego grzyba na przykład, prawda?","[SLIDE=__S10__] [QUESTION=__Q14__] [PROBLEM=None] Czy zmiany przedstawione w wizualizacji mają sens w kontekście rzeczywistych właściwości grzybów i są zgodne z twoją wiedzą o grzybach? To jest dobre pytanie, bo tutaj znowu mogę się odwołać do tego, że mi tak w głowie utkwiło, że bardziej kolor, że bardziej tutaj jakaś właśnie lepkość, takie bardziej chemiczne, mam wrażenie, aspekty grały rolę, a tutaj się dowiaduję, że nie, że bardziej nawet wymiarowe to, czy coś jest większe czy mniejsze, to to bardziej o tym świadczy, więc tutaj jestem po prostu taka zszokowana, ale też dziwię się, że tylko ta jak gdyby jedna wartość wystarczy i to od razu takie moje, że na tyle po prostu różnych możliwości i tyle danych, wartość zmodyfikowana tylko ta jedna i ona aż tak drastycznie zmienia danego grzyba na przykład, prawda?",1
MW_SSH_01,SSH,MW_SSH_01_SEG_023,__S11__,__Q14__,,"Podpunkt 11. (ns - 00:31:44 – respondentka odczytuje tekst ze slajdów, cicho i niewyraźnie). Ok, ograniczenia, chociaż model jest bardzo dokładny, należy pamiętać o jego ograniczeniach. Ok, (ns - 00:32:21). Tak, dla mnie tak jak najbardziej. Tutaj właśnie to, że mimo że jest użyte właśnie klasyfikator (ns - 00:32:36) gradientowego, co brzmi tak trochę przerażająco dla laika takiego całkowitego, to jednak kolejne te zdania są po prostu w bardzo taki prosty, dostępny sposób, sposób tak powiedziane, napisane i właśnie mi to tak powiedziało, tak upewniło, że to co jest, to tutaj właśnie jest w porządku, jest to właśnie w 99,97% ta dokładność jest ale faktycznie to bazuje tylko na danych i nie może się to jednak równać z jakimś ekspertem, który wie wszystko, więc zawsze ten margines błędu jest tutaj zostawiony. Ale bardzo mi się podoba to, że po prostu jest to zapisane w taki prosty sposób, dostępny i że jednak w takim temacie, takim właśnie na tym, czy brać to pod uwagę czy nie, czy to jest w cudzysłowie „mądre”, co tu jest napisane i tutaj nie muszę się bać, że to jest na przykład za bardzo skomplikowanie napisane, tylko w tak ważnym aspekcie jest mi to po prostu tak podane łatwo, więc to mi się podoba tutaj w tym slajdzie.","[SLIDE=__S11__] [QUESTION=__Q14__] [PROBLEM=None] Podpunkt 11. (ns - 00:31:44 – respondentka odczytuje tekst ze slajdów, cicho i niewyraźnie). Ok, ograniczenia, chociaż model jest bardzo dokładny, należy pamiętać o jego ograniczeniach. Ok, (ns - 00:32:21). Tak, dla mnie tak jak najbardziej. Tutaj właśnie to, że mimo że jest użyte właśnie klasyfikator (ns - 00:32:36) gradientowego, co brzmi tak trochę przerażająco dla laika takiego całkowitego, to jednak kolejne te zdania są po prostu w bardzo taki prosty, dostępny sposób, sposób tak powiedziane, napisane i właśnie mi to tak powiedziało, tak upewniło, że to co jest, to tutaj właśnie jest w porządku, jest to właśnie w 99,97% ta dokładność jest ale faktycznie to bazuje tylko na danych i nie może się to jednak równać z jakimś ekspertem, który wie wszystko, więc zawsze ten margines błędu jest tutaj zostawiony. Ale bardzo mi się podoba to, że po prostu jest to zapisane w taki prosty sposób, dostępny i że jednak w takim temacie, takim właśnie na tym, czy brać to pod uwagę czy nie, czy to jest w cudzysłowie „mądre”, co tu jest napisane i tutaj nie muszę się bać, że to jest na przykład za bardzo skomplikowanie napisane, tylko w tak ważnym aspekcie jest mi to po prostu tak podane łatwo, więc to mi się podoba tutaj w tym slajdzie.",2
MW_SSH_01,SSH,MW_SSH_01_SEG_024,__S12__,__Q14__,,"Co tutaj mamy? Tutaj kolejny histogram dla średnica kapelusza i tutaj znowu. Tutaj w centymetrach nie do końca mi się podoba to, że tutaj nie mam żadnej jednostki na osiach, że tak powiem. I to mnie tak troszkę, że nie wiem co z czym porównać i tak dalej. Tutaj takie faktycznie najczęstsze tutaj w takim razie mamy, można zobaczyć na ile przypadków, ok, i wykres pudełkowy. O to osobiście wykres pudełkowy mi totalnie nie przypadł do gustu, bo po prostu nie do końca jestem w stanie go zinterpretować. Tak jak histogram jest dla mnie taki intuicyjny bardzo mocno, że od razu faktycznie wiem, że o, w tym jest po prostu najwięcej danych przypadków, że tak powiem, danych grzybów, które mają taki aspekt i np. są trujące na ileś tam przypadków, tak pudełkowe jest dla mnie bardzo taki niezrozumiały, że po prostu te wartości są jednak dla mnie takie, że nie do końca wiem co mogę z nich wyciągnąć, wymagałyby znacznie dłuższej takiej analizy i wręcz może byłoby takie poirytowanie w pewnym momencie, mam wrażenie.","[SLIDE=__S12__] [QUESTION=__Q14__] [PROBLEM=None] Co tutaj mamy? Tutaj kolejny histogram dla średnica kapelusza i tutaj znowu. Tutaj w centymetrach nie do końca mi się podoba to, że tutaj nie mam żadnej jednostki na osiach, że tak powiem. I to mnie tak troszkę, że nie wiem co z czym porównać i tak dalej. Tutaj takie faktycznie najczęstsze tutaj w takim razie mamy, można zobaczyć na ile przypadków, ok, i wykres pudełkowy. O to osobiście wykres pudełkowy mi totalnie nie przypadł do gustu, bo po prostu nie do końca jestem w stanie go zinterpretować. Tak jak histogram jest dla mnie taki intuicyjny bardzo mocno, że od razu faktycznie wiem, że o, w tym jest po prostu najwięcej danych przypadków, że tak powiem, danych grzybów, które mają taki aspekt i np. są trujące na ileś tam przypadków, tak pudełkowe jest dla mnie bardzo taki niezrozumiały, że po prostu te wartości są jednak dla mnie takie, że nie do końca wiem co mogę z nich wyciągnąć, wymagałyby znacznie dłuższej takiej analizy i wręcz może byłoby takie poirytowanie w pewnym momencie, mam wrażenie.",1
MW_SSH_01,SSH,MW_SSH_01_SEG_025,__S12__,__Q15__,,"I tutaj jak zinterpretujesz wykres pudełkowy, o właśnie, dla wysokości trzonu i histogram dla szerokości. No to histogram dla szerokości. O, to w sumie jest ciekawe akurat, bo mamy, bo mamy tutaj tą ciemniejszą linię, a jednocześnie mamy tutaj przypadki, które dosyć mocno wychodzą poza tą taką średnią, bo ja analizuję to, że ta ciemniejsza jest takim jak gdyby uśrednionym, uśrednioną wartością, więc tutaj łatwiej, natomiast wykres pudełkowy i to miało być do wysokości trzonu jest dla mnie niewiadomą, naprawdę, naprawdę jest dla mnie taką niewiadomą i bym chyba nie umiała po prostu bym nie umiała chyba z niego tak wykorzystać, naprawdę, więc to jest dla mnie, to już nie mój poziom. że tak powiem.","[SLIDE=__S12__] [QUESTION=__Q15__] [PROBLEM=None] I tutaj jak zinterpretujesz wykres pudełkowy, o właśnie, dla wysokości trzonu i histogram dla szerokości. No to histogram dla szerokości. O, to w sumie jest ciekawe akurat, bo mamy, bo mamy tutaj tą ciemniejszą linię, a jednocześnie mamy tutaj przypadki, które dosyć mocno wychodzą poza tą taką średnią, bo ja analizuję to, że ta ciemniejsza jest takim jak gdyby uśrednionym, uśrednioną wartością, więc tutaj łatwiej, natomiast wykres pudełkowy i to miało być do wysokości trzonu jest dla mnie niewiadomą, naprawdę, naprawdę jest dla mnie taką niewiadomą i bym chyba nie umiała po prostu bym nie umiała chyba z niego tak wykorzystać, naprawdę, więc to jest dla mnie, to już nie mój poziom. że tak powiem.",1
MW_SSH_01,SSH,MW_SSH_01_SEG_026,__S13__,__Q15__,,"Co mamy tutaj? Kotwica, model objaśnienia modelu AI. Po prawej u góry kotwica, czyli zestaw cech, które łączą obecność, koniunkcja przesądza o sposobie zaklasyfikowania danego owocnika przez model AI. OK. (ns - 00:36:16) i poniżej wpływ łączonego występowania zestawu cech w przypadku, w których model przewiduje daną klasę. Ok, zaznaczone na niebiesko. Ok, to wydaje mi się bardzo, bardzo ciekawe. To jest bardzo ciekawe, mam wrażenie, ten model, aczkolwiek ja osobiście bym miała jakieś takie obiekcje, nawet jakbym miała w szczególności, bo jak jest 97,2% że jest jadalny w tych procentach przypadków, no to bym może się skusiła, że tak powiem, prawda? Ale jak już jest 76,2, pomimo tego, że to jest wysoki procent cały czas, to już pojawia się takie, że a, czy na pewno, jeśli już sztuczna inteligencja mi tak podpowiada, która faktycznie analizuje ogrom tych danych, to faktycznie mi powoduje takie, że może jednak nie i to jest w ogóle ciekawy taki aspekt, że i tak duży procent, a powoduje taki opór to tak mi wpadło od razu w oko, że tak powiem. Kolor trzonu, na pewno mi się bardzo to podoba, że faktycznie jest to bardzo takie dostępne, bo możemy to odnieść stricte, nie trzeba szukać tylko wpisujemy to, co my realnie widzimy i wpisujemy po prostu to, że mamy powierzchnię kapelusza gładką no to zaznaczamy, kolor trzonu jest taki i sprawdzamy, więc to mi się wydaje bardzo takie przystępne.","[SLIDE=__S13__] [QUESTION=__Q15__] [PROBLEM=None] Co mamy tutaj? Kotwica, model objaśnienia modelu AI. Po prawej u góry kotwica, czyli zestaw cech, które łączą obecność, koniunkcja przesądza o sposobie zaklasyfikowania danego owocnika przez model AI. OK. (ns - 00:36:16) i poniżej wpływ łączonego występowania zestawu cech w przypadku, w których model przewiduje daną klasę. Ok, zaznaczone na niebiesko. Ok, to wydaje mi się bardzo, bardzo ciekawe. To jest bardzo ciekawe, mam wrażenie, ten model, aczkolwiek ja osobiście bym miała jakieś takie obiekcje, nawet jakbym miała w szczególności, bo jak jest 97,2% że jest jadalny w tych procentach przypadków, no to bym może się skusiła, że tak powiem, prawda? Ale jak już jest 76,2, pomimo tego, że to jest wysoki procent cały czas, to już pojawia się takie, że a, czy na pewno, jeśli już sztuczna inteligencja mi tak podpowiada, która faktycznie analizuje ogrom tych danych, to faktycznie mi powoduje takie, że może jednak nie i to jest w ogóle ciekawy taki aspekt, że i tak duży procent, a powoduje taki opór to tak mi wpadło od razu w oko, że tak powiem. Kolor trzonu, na pewno mi się bardzo to podoba, że faktycznie jest to bardzo takie dostępne, bo możemy to odnieść stricte, nie trzeba szukać tylko wpisujemy to, co my realnie widzimy i wpisujemy po prostu to, że mamy powierzchnię kapelusza gładką no to zaznaczamy, kolor trzonu jest taki i sprawdzamy, więc to mi się wydaje bardzo takie przystępne.",1
MW_SSH_01,SSH,MW_SSH_01_SEG_027,__S13__,__Q16__,,"Tutaj mamy tak zidentyfikuj te cechy, które są najważniejsze do zakwalifikowania grzyba jako jadalnego albo niejadalnego, trującego dla obu przykładów i odpowiedz dlaczego te cechy są istotne. Czyli mamy tak. O powierzchni trzonu nie wiemy nic, a pomimo to jest tutaj, że jadalny. Aha, bo tutaj mamy ten przykład, który jest podany, tak to rozumiem. Ok, ok, szerokość trzonu się zgadza. Więcej niż tyle, ok, czyli tutaj na przykład właśnie widzę, że szerokość trzonu to tak jest przyjęte, że jak jest większa od 10,17 to już tak pod jadalny podchodzi w cudzysłowie. Podstawa trzonu, tutaj nie wiemy nic, powierzchnia kapelusza gładka, czyli tutaj mogłabym wysnuć wniosek, że po kapeluszu właśnie jeśli on ma jakieś takie chropowatości na sobie, to bym miała takie, że on może być trujący wtedy. Kolor trzonu biały jest też wtedy w porządku. To też tak mi się kojarzy z autopsji, że jednak te białe to takie zawsze były w porządku. Przyrastanie blaszek. Faliste, czyli faliste też nie są… Choć tutaj by można było właśnie powiedzieć, że jednak ten sposób falisty przyrastania bardziej nam… Bardziej nam… mówi, sugeruje to, że grzyb może być jadalny i jak już tego nie ma, to że częściej po prostu występują przypadki, w których może być trujący. Więc to jest ten aspekt, który by mi też powiedział. Dalej i tutaj po prostu te wartości takie stricte miarowe właśnie o wysokości trzonu, szerokość trzonu chyba też tutaj była, tak. No i szerokość akurat nie była taka różna, ale tutaj wysokość to jest bardzo też znaczące. I średnica kapelusza widać też, bo tutaj jest niezaznaczona i ten procent się drastycznie zmienił jednak. Ok. I tutaj 14 ma być. Ok.","[SLIDE=__S13__] [QUESTION=__Q16__] [PROBLEM=None] Tutaj mamy tak zidentyfikuj te cechy, które są najważniejsze do zakwalifikowania grzyba jako jadalnego albo niejadalnego, trującego dla obu przykładów i odpowiedz dlaczego te cechy są istotne. Czyli mamy tak. O powierzchni trzonu nie wiemy nic, a pomimo to jest tutaj, że jadalny. Aha, bo tutaj mamy ten przykład, który jest podany, tak to rozumiem. Ok, ok, szerokość trzonu się zgadza. Więcej niż tyle, ok, czyli tutaj na przykład właśnie widzę, że szerokość trzonu to tak jest przyjęte, że jak jest większa od 10,17 to już tak pod jadalny podchodzi w cudzysłowie. Podstawa trzonu, tutaj nie wiemy nic, powierzchnia kapelusza gładka, czyli tutaj mogłabym wysnuć wniosek, że po kapeluszu właśnie jeśli on ma jakieś takie chropowatości na sobie, to bym miała takie, że on może być trujący wtedy. Kolor trzonu biały jest też wtedy w porządku. To też tak mi się kojarzy z autopsji, że jednak te białe to takie zawsze były w porządku. Przyrastanie blaszek. Faliste, czyli faliste też nie są… Choć tutaj by można było właśnie powiedzieć, że jednak ten sposób falisty przyrastania bardziej nam… Bardziej nam… mówi, sugeruje to, że grzyb może być jadalny i jak już tego nie ma, to że częściej po prostu występują przypadki, w których może być trujący. Więc to jest ten aspekt, który by mi też powiedział. Dalej i tutaj po prostu te wartości takie stricte miarowe właśnie o wysokości trzonu, szerokość trzonu chyba też tutaj była, tak. No i szerokość akurat nie była taka różna, ale tutaj wysokość to jest bardzo też znaczące. I średnica kapelusza widać też, bo tutaj jest niezaznaczona i ten procent się drastycznie zmienił jednak. Ok. I tutaj 14 ma być. Ok.",1
MW_SSH_01,SSH,MW_SSH_01_SEG_028,__S14__,__Q16__,,"Mamy kolejny przykład i mamy tutaj jako trujący. Czyli tak, sposób przyrastania, czyli mamy wykrojone blaszki i tutaj już 97,84%. Do tego bym nie tknęła na pewno, w obydwu przypadku. Kolor kapelusza zielony, czyli tutaj znowu mamy takie, że jednak kolor zielony, taki troszkę się wydaje toksyczny, w takim nawet troszkę może cudzysłowie, ale jednak, i tutaj mamy, że jednak jest to trujący grzyb.","[SLIDE=__S14__] [QUESTION=__Q16__] [PROBLEM=None] Mamy kolejny przykład i mamy tutaj jako trujący. Czyli tak, sposób przyrastania, czyli mamy wykrojone blaszki i tutaj już 97,84%. Do tego bym nie tknęła na pewno, w obydwu przypadku. Kolor kapelusza zielony, czyli tutaj znowu mamy takie, że jednak kolor zielony, taki troszkę się wydaje toksyczny, w takim nawet troszkę może cudzysłowie, ale jednak, i tutaj mamy, że jednak jest to trujący grzyb.",1
MW_SSH_01,SSH,MW_SSH_01_SEG_029,__S14__,__Q17__,,"Odniesienie do średnicy, powierzchnia kapelusza brak danych i kształt kapelusza płaski, ok czyli tutaj też takie porównanie, że jeśli mamy płaski kształt kapelusza to jest w większej ilości procencie, a jak go nie ma, nie jest zaznaczony tutaj to 84, co dalej jest jednak dużym procentem, ale znacznie rzadziej występującym, że tak powiem. Średnica tutaj mamy. Tutaj tak mi ciężej, bo mam wrażenie, że aż tak prosto drastycznie się ten procent nie zmienia, więc tak ciężej mi ocenić te dane, ale na pewno tutaj ten kształt kapelusza jest taki, mam wrażenie, istotny przynajmniej tutaj w tych podanych elementach.","[SLIDE=__S14__] [QUESTION=__Q17__] [PROBLEM=None] Odniesienie do średnicy, powierzchnia kapelusza brak danych i kształt kapelusza płaski, ok czyli tutaj też takie porównanie, że jeśli mamy płaski kształt kapelusza to jest w większej ilości procencie, a jak go nie ma, nie jest zaznaczony tutaj to 84, co dalej jest jednak dużym procentem, ale znacznie rzadziej występującym, że tak powiem. Średnica tutaj mamy. Tutaj tak mi ciężej, bo mam wrażenie, że aż tak prosto drastycznie się ten procent nie zmienia, więc tak ciężej mi ocenić te dane, ale na pewno tutaj ten kształt kapelusza jest taki, mam wrażenie, istotny przynajmniej tutaj w tych podanych elementach.",1
